CODCLIFOR;DOCUMENTO;TIPODOCUMENTO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;DATASCADENZA;IMPORTOSCEURO;ESITO;DSCESITO;DATAPAGEFF;IDTESTA
C   159;FTI/2016/3320;Fatt. clienti italia;2016;FTI;3320;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;236854.9500;2;PAGATO;2016-12-06 00:00:00.000;428096
C   191;FTI/2016/3322;Fatt. clienti italia;2016;FTI;3322;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;6717.3200;2;PAGATO;2016-07-29 00:00:00.000;428098
C   229;FTI/2016/3324;Fatt. clienti italia;2016;FTI;3324;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;2592.5000;2;PAGATO;2016-07-29 00:00:00.000;428100
C   268;FTI/2016/3326;Fatt. clienti italia;2016;FTI;3326;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;1085.8000;2;PAGATO;2016-07-29 00:00:00.000;428102
C   294;FTI/2016/3328;Fatt. clienti italia;2016;FTI;3328;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;42724.0000;2;PAGATO;2016-07-29 00:00:00.000;428104
C   331;FTI/2016/3330;Fatt. clienti italia;2016;FTI;3330;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;77931.3400;2;PAGATO;2016-12-15 00:00:00.000;428106
C   408;FTI/2016/3332;Fatt. clienti italia;2016;FTI;3332;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;4238.2800;2;PAGATO;2016-07-29 00:00:00.000;428108
C   430;FTI/2016/3334;Fatt. clienti italia;2016;FTI;3334;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;366.0000;2;PAGATO;2016-07-29 00:00:00.000;428110
C   480;FTI/2016/3336;Fatt. clienti italia;2016;FTI;3336;;2016-07-29 00:00:00.000;2016-11-26 00:00:00.000;200095.8600;2;PAGATO;2016-12-16 00:00:00.000;428112
C   499;FTI/2016/3339;Fatt. clienti italia;2016;FTI;3339;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;498.6800;2;PAGATO;2016-07-29 00:00:00.000;428115
C   541;FTI/2016/3341;Fatt. clienti italia;2016;FTI;3341;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;900.0000;2;PAGATO;2016-07-29 00:00:00.000;428117
C   563;FTI/2016/3343;Fatt. clienti italia;2016;FTI;3343;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;71586.1800;2;PAGATO;2016-07-29 00:00:00.000;428119
C   638;FTI/2016/3345;Fatt. clienti italia;2016;FTI;3345;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;38830.1600;2;PAGATO;2016-07-29 00:00:00.000;428121
C   676;FTI/2016/3348;Fatt. clienti italia;2016;FTI;3348;;2016-07-29 00:00:00.000;2016-11-30 00:00:00.000;26471.8000;2;PAGATO;2016-12-02 00:00:00.000;428124
C   842;FTI/2016/3350;Fatt. clienti italia;2016;FTI;3350;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;22048.8200;2;PAGATO;2016-07-29 00:00:00.000;428126
C   920;FTI/2016/3352;Fatt. clienti italia;2016;FTI;3352;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;23000.0000;2;PAGATO;2016-11-10 00:00:00.000;428128
C   940;FTI/2016/3354;Fatt. clienti italia;2016;FTI;3354;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;21924.8600;2;PAGATO;2016-07-29 00:00:00.000;428130
C  1126;FTI/2016/3357;Fatt. clienti italia;2016;FTI;3357;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;3150.5300;2;PAGATO;2016-07-29 00:00:00.000;428133
C  1158;FTI/2016/3359;Fatt. clienti italia;2016;FTI;3359;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;10870.2000;2;PAGATO;2016-11-04 00:00:00.000;428135
C  1225;FTI/2016/3361;Fatt. clienti italia;2016;FTI;3361;;2016-07-29 00:00:00.000;2016-11-10 00:00:00.000;3007.3000;2;PAGATO;2016-07-29 00:00:00.000;428137
C  1280;FTI/2016/3363;Fatt. clienti italia;2016;FTI;3363;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;23033.6000;2;PAGATO;2016-07-29 00:00:00.000;428139
C  1347;FTI/2016/3365;Fatt. clienti italia;2016;FTI;3365;;2016-07-29 00:00:00.000;2016-09-10 00:00:00.000;228.7500;2;PAGATO;2016-07-29 00:00:00.000;428141
C  1395;FTI/2016/3367;Fatt. clienti italia;2016;FTI;3367;;2016-07-29 00:00:00.000;2016-10-31 00:00:00.000;10961.0900;2;PAGATO;2016-07-29 00:00:00.000;428143
C  1434;FTI/2016/3369;Fatt. clienti italia;2016;FTI;3369;;2016-07-29 00:00:00.000;2016-09-30 00:00:00.000;3932.0600;2;PAGATO;2016-07-29 00:00:00.000;428145
C  1923;FTI/2017/2529;Fatt. clienti italia;2017;FTI;2529;;2017-05-31 00:00:00.000;2017-07-31 00:00:00.000;432.5000;2;PAGATO;2017-05-31 00:00:00.000;459559
C  2084;FTI/2017/2533;Fatt. clienti italia;2017;FTI;2533;;2017-05-31 00:00:00.000;2017-07-31 00:00:00.000;143.7500;2;PAGATO;2017-08-04 00:00:00.000;459563
C  2408;FTI/2017/2539;Fatt. clienti italia;2017;FTI;2539;;2017-05-31 00:00:00.000;2017-09-10 00:00:00.000;14409.1800;2;PAGATO;2017-05-31 00:00:00.000;459569
C  2460;FTI/2017/2541;Fatt. clienti italia;2017;FTI;2541;;2017-05-31 00:00:00.000;2017-06-30 00:00:00.000;5400.0000;2;PAGATO;2017-05-31 00:00:00.000;459571
C  2560;FTI/2017/2543;Fatt. clienti italia;2017;FTI;2543;;2017-05-31 00:00:00.000;2017-07-10 00:00:00.000;170.2800;2;PAGATO;2017-05-31 00:00:00.000;459573
C  2607;FTI/2017/2545;Fatt. clienti italia;2017;FTI;2545;;2017-05-31 00:00:00.000;2017-06-30 00:00:00.000;790.5600;2;PAGATO;2017-05-31 00:00:00.000;459575
C  2702;FTI/2017/2547;Fatt. clienti italia;2017;FTI;2547;;2017-05-31 00:00:00.000;2017-07-31 00:00:00.000;168.3600;2;PAGATO;2017-05-31 00:00:00.000;459577
C  2707;FTI/2017/2548;Fatt. clienti italia;2017;FTI;2548;;2017-05-31 00:00:00.000;2017-09-10 00:00:00.000;867.5700;2;PAGATO;2017-05-31 00:00:00.000;459578
C  2777;FTI/2017/2550;Fatt. clienti italia;2017;FTI;2550;;2017-05-31 00:00:00.000;2017-08-31 00:00:00.000;21230.4400;0;NON EMESSO;NULL;459580
C  2866;FTI/2017/2552;Fatt. clienti italia;2017;FTI;2552;;2017-05-31 00:00:00.000;2017-05-31 00:00:00.000;1695.8000;2;PAGATO;2017-05-31 00:00:00.000;459582
C  2897;FTI/2017/2554;Fatt. clienti italia;2017;FTI;2554;;2017-05-31 00:00:00.000;2017-05-31 00:00:00.000;5649.3700;2;PAGATO;2017-06-08 00:00:00.000;459584
C  2940;FTI/2017/2556;Fatt. clienti italia;2017;FTI;2556;;2017-05-31 00:00:00.000;2017-06-30 00:00:00.000;390.4000;2;PAGATO;2017-05-31 00:00:00.000;459586
C  2326;FTE/2017/949;Fatt. clienti estero;2017;FTE;949;;2017-06-05 00:00:00.000;2017-09-30 00:00:00.000;19282.9000;0;NON EMESSO;NULL;459588
C  1464;FTE/2017/951;Fatt. clienti estero;2017;FTE;951;;2017-06-05 00:00:00.000;2017-09-03 00:00:00.000;28711.8000;0;NON EMESSO;NULL;459591
C  1897;FTE/2017/953;Fatt. clienti estero;2017;FTE;953;;2017-06-05 00:00:00.000;2017-09-03 00:00:00.000;13069.4000;0;NON EMESSO;NULL;459593
C  1003;FTE/2017/954;Fatt. clienti estero;2017;FTE;954;;2017-06-05 00:00:00.000;2017-08-31 00:00:00.000;53650.0000;0;NON EMESSO;NULL;459594
C  2555;FTE/2017/956;Fatt. clienti estero;2017;FTE;956;;2017-06-06 00:00:00.000;2017-07-06 00:00:00.000;16037.0000;0;NON EMESSO;NULL;459643
C  1499;FTE/2017/958;Fatt. clienti estero;2017;FTE;958;;2017-06-06 00:00:00.000;2017-09-04 00:00:00.000;23584.0000;0;NON EMESSO;NULL;459661
C  1499;FTE/2017/960;Fatt. clienti estero;2017;FTE;960;;2017-06-06 00:00:00.000;2017-09-04 00:00:00.000;22836.0000;0;NON EMESSO;NULL;459714
C  2789;FTE/2017/962;Fatt. clienti estero;2017;FTE;962;;2017-06-06 00:00:00.000;2017-08-31 00:00:00.000;19918.5000;0;NON EMESSO;NULL;459783
C  1701;FTE/2017/964;Fatt. clienti estero;2017;FTE;964;;2017-06-06 00:00:00.000;2017-10-04 00:00:00.000;19677.9000;0;NON EMESSO;NULL;459785
C  1562;FTE/2017/966;Fatt. clienti estero;2017;FTE;966;;2017-06-07 00:00:00.000;2017-06-27 00:00:00.000;48960.0000;0;NON EMESSO;NULL;459932
C  1040;FTE/2017/968;Fatt. clienti estero;2017;FTE;968;;2017-06-08 00:00:00.000;2017-09-30 00:00:00.000;5340.0000;0;NON EMESSO;NULL;459969
C  2726;FTE/2017/970;Fatt. clienti estero;2017;FTE;970;;2017-06-08 00:00:00.000;2017-08-07 00:00:00.000;18925.8000;0;NON EMESSO;NULL;459973
C  2326;FTE/2017/972;Fatt. clienti estero;2017;FTE;972;;2017-06-08 00:00:00.000;2017-09-30 00:00:00.000;14815.0000;0;NON EMESSO;NULL;459975
C  1870;FTE/2017/974;Fatt. clienti estero;2017;FTE;974;;2017-06-08 00:00:00.000;2017-09-06 00:00:00.000;26772.0000;0;NON EMESSO;NULL;459977
C  2776;FTE/2017/976;Fatt. clienti estero;2017;FTE;976;;2017-06-08 00:00:00.000;2017-07-08 00:00:00.000;27144.0000;0;NON EMESSO;NULL;460059
C  2681;FTE/2017/978;Fatt. clienti estero;2017;FTE;978;;2017-06-08 00:00:00.000;2017-08-07 00:00:00.000;4700.0000;0;NON EMESSO;NULL;460151
C  1026;FTE/2017/980;Fatt. clienti estero;2017;FTE;980;;2017-06-08 00:00:00.000;2017-10-31 00:00:00.000;2270.0000;0;NON EMESSO;NULL;460153
C  1026;FTE/2017/982;Fatt. clienti estero;2017;FTE;982;;2017-06-08 00:00:00.000;2017-10-31 00:00:00.000;12100.0000;0;NON EMESSO;NULL;460155
C  1026;FTE/2017/984;Fatt. clienti estero;2017;FTE;984;;2017-06-08 00:00:00.000;2017-10-31 00:00:00.000;6500.0000;0;NON EMESSO;NULL;460157
C  1026;FTE/2017/986;Fatt. clienti estero;2017;FTE;986;;2017-06-08 00:00:00.000;2017-10-31 00:00:00.000;975.0000;0;NON EMESSO;NULL;460159
C  1026;FTE/2017/988;Fatt. clienti estero;2017;FTE;988;;2017-06-08 00:00:00.000;2017-10-31 00:00:00.000;43200.0000;0;NON EMESSO;NULL;460162
C  2297;FTE/2017/990;Fatt. clienti estero;2017;FTE;990;;2017-06-09 00:00:00.000;2017-09-07 00:00:00.000;20328.3800;0;NON EMESSO;NULL;460190
C  2409;FTE/2017/992;Fatt. clienti estero;2017;FTE;992;;2017-06-09 00:00:00.000;2017-09-07 00:00:00.000;20325.9700;0;NON EMESSO;NULL;460224
C  2762;FTE/2017/995;Fatt. clienti estero;2017;FTE;995;;2017-06-09 00:00:00.000;2017-08-08 00:00:00.000;25020.0000;0;NON EMESSO;NULL;460285
C  1042;FTE/2017/997;Fatt. clienti estero;2017;FTE;997;;2017-06-12 00:00:00.000;2017-10-10 00:00:00.000;25272.0000;0;NON EMESSO;NULL;460347
C  1058;FTE/2017/999;Fatt. clienti estero;2017;FTE;999;;2017-06-12 00:00:00.000;2017-07-31 00:00:00.000;9240.0000;2;PAGATO;2017-08-02 00:00:00.000;460351
C  2379;FTE/2017/1001;Fatt. clienti estero;2017;FTE;1001;;2017-06-12 00:00:00.000;2017-09-30 00:00:00.000;8360.0000;0;NON EMESSO;NULL;460353
C  2788;FTE/2017/1003;Fatt. clienti estero;2017;FTE;1003;;2017-06-12 00:00:00.000;2017-09-30 00:00:00.000;5187.0000;0;NON EMESSO;NULL;460356
C  1040;FTE/2017/1005;Fatt. clienti estero;2017;FTE;1005;;2017-06-12 00:00:00.000;2017-09-30 00:00:00.000;620.0000;0;NON EMESSO;NULL;460432
C  2659;FTE/2017/1007;Fatt. clienti estero;2017;FTE;1007;;2017-06-12 00:00:00.000;2017-06-12 00:00:00.000;2876.2500;2;PAGATO;2017-06-12 00:00:00.000;460434
C  1051;FTE/2017/1008;Fatt. clienti estero;2017;FTE;1008;;2017-06-13 00:00:00.000;2017-09-11 00:00:00.000;55200.0000;0;NON EMESSO;NULL;460481
C  1010;FTE/2017/1010;Fatt. clienti estero;2017;FTE;1010;;2017-06-13 00:00:00.000;2017-08-31 00:00:00.000;23760.0000;0;NON EMESSO;NULL;460504
C  1040;FTE/2017/1012;Fatt. clienti estero;2017;FTE;1012;;2017-06-13 00:00:00.000;2017-09-30 00:00:00.000;444.0000;0;NON EMESSO;NULL;460512
C  1475;FTE/2017/1014;Fatt. clienti estero;2017;FTE;1014;;2017-06-13 00:00:00.000;2017-07-31 00:00:00.000;139000.0000;2;PAGATO;2017-07-20 00:00:00.000;460517
C  1049;FTE/2017/1015;Fatt. clienti estero;2017;FTE;1015;;2017-06-13 00:00:00.000;2017-07-31 00:00:00.000;246.2500;0;NON EMESSO;NULL;460576
C  2776;FTE/2017/1017;Fatt. clienti estero;2017;FTE;1017;;2017-06-14 00:00:00.000;2017-07-14 00:00:00.000;18346.2000;0;NON EMESSO;NULL;460639
C  2494;FTE/2017/1019;Fatt. clienti estero;2017;FTE;1019;;2017-06-14 00:00:00.000;2017-10-12 00:00:00.000;11559.9000;0;NON EMESSO;NULL;460641
C  2275;FTE/2017/1022;Fatt. clienti estero;2017;FTE;1022;;2017-06-14 00:00:00.000;2017-08-31 00:00:00.000;8875.3000;0;NON EMESSO;NULL;460644
C    25;FTI/2017/2558;Fatt. clienti italia;2017;FTI;2558;;2017-06-09 00:00:00.000;2017-09-30 00:00:00.000;9772.9300;2;PAGATO;2017-06-16 00:00:00.000;460652
C  2326;FTE/2017/1056;Fatt. clienti estero;2017;FTE;1056;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;19198.4000;0;NON EMESSO;NULL;461258
C  1058;FTE/2017/1058;Fatt. clienti estero;2017;FTE;1058;;2017-06-16 00:00:00.000;2017-07-31 00:00:00.000;3850.0000;0;NON EMESSO;NULL;461260
C  2404;FTE/2017/1060;Fatt. clienti estero;2017;FTE;1060;;2017-06-16 00:00:00.000;2017-08-31 00:00:00.000;26587.6000;0;NON EMESSO;NULL;461263
C  1051;FTE/2017/1062;Fatt. clienti estero;2017;FTE;1062;;2017-06-19 00:00:00.000;2017-09-17 00:00:00.000;52000.0000;0;NON EMESSO;NULL;461266
C  1040;FTE/2017/1064;Fatt. clienti estero;2017;FTE;1064;;2017-06-19 00:00:00.000;2017-09-30 00:00:00.000;4480.0000;0;NON EMESSO;NULL;461296
C   773;FTS/2017/2714;Fattura servizi;2017;FTS;2714;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;732.0000;0;NON EMESSO;NULL;461328
C  1464;NE2/2017/1065;NCC ret.val.vend. EST;2017;NE2;1065;;2017-06-19 00:00:00.000;2017-09-17 00:00:00.000;117.0000;0;NON EMESSO;NULL;461332
C  2326;FTE/2017/1067;Fatt. clienti estero;2017;FTE;1067;;2017-06-19 00:00:00.000;2017-09-30 00:00:00.000;26703.0000;0;NON EMESSO;NULL;461374
C  2941;FTE/2017/1069;Fatt. clienti estero;2017;FTE;1069;;2017-06-20 00:00:00.000;2017-08-31 00:00:00.000;5486.2500;0;NON EMESSO;NULL;461447
C  1010;NE2/2017/1071;NCC ret.val.vend. EST;2017;NE2;1071;;2017-06-20 00:00:00.000;2017-08-31 00:00:00.000;1600.0000;0;NON EMESSO;NULL;461523
C  2558;FTI/2017/2716;Fatt. clienti italia;2017;FTI;2716;;2017-06-16 00:00:00.000;2017-06-16 00:00:00.000;4725.1200;2;PAGATO;2017-06-16 00:00:00.000;461527
C  1682;FTE/2017/1073;Fatt. clienti estero;2017;FTE;1073;;2017-06-20 00:00:00.000;2017-08-19 00:00:00.000;14432.0000;0;NON EMESSO;NULL;461557
C   638;FTI/2017/2719;Fatt. clienti italia;2017;FTI;2719;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;6495.2800;2;PAGATO;2017-06-16 00:00:00.000;461559
C  2389;FTE/2017/1075;Fatt. clienti estero;2017;FTE;1075;;2017-06-20 00:00:00.000;2017-09-30 00:00:00.000;6762.0000;0;NON EMESSO;NULL;461561
C  1464;FTE/2017/1077;Fatt. clienti estero;2017;FTE;1077;;2017-06-20 00:00:00.000;2017-09-18 00:00:00.000;28314.0000;0;NON EMESSO;NULL;461564
C  2555;FTE/2017/1079;Fatt. clienti estero;2017;FTE;1079;;2017-06-21 00:00:00.000;2017-07-21 00:00:00.000;1082.5000;0;NON EMESSO;NULL;461576
C  2762;FTE/2017/1081;Fatt. clienti estero;2017;FTE;1081;;2017-06-21 00:00:00.000;2017-08-20 00:00:00.000;25020.0000;0;NON EMESSO;NULL;461591
C  2776;FTE/2017/1083;Fatt. clienti estero;2017;FTE;1083;;2017-06-21 00:00:00.000;2017-07-21 00:00:00.000;27144.0000;0;NON EMESSO;NULL;461602
C    39;FTI/2017/2721;Fatt. clienti italia;2017;FTI;2721;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;5350.1000;2;PAGATO;2017-06-16 00:00:00.000;461637
C    67;FTI/2017/2723;Fatt. clienti italia;2017;FTI;2723;;2017-06-16 00:00:00.000;2017-10-31 00:00:00.000;37478.8900;0;NON EMESSO;NULL;461639
C    79;FTI/2017/2725;Fatt. clienti italia;2017;FTI;2725;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;1765.6500;2;PAGATO;2017-06-16 00:00:00.000;461641
C    92;FTI/2017/2727;Fatt. clienti italia;2017;FTI;2727;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;5392.7500;2;PAGATO;2017-06-16 00:00:00.000;461643
C    95;FTI/2017/2729;Fatt. clienti italia;2017;FTI;2729;;2017-06-16 00:00:00.000;2017-10-10 00:00:00.000;3875.7000;2;PAGATO;2017-06-16 00:00:00.000;461645
C   114;FTI/2017/2731;Fatt. clienti italia;2017;FTI;2731;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;9502.8200;2;PAGATO;2017-06-16 00:00:00.000;461647
C   132;FTI/2017/2733;Fatt. clienti italia;2017;FTI;2733;;2017-06-16 00:00:00.000;2017-07-31 00:00:00.000;348.9200;2;PAGATO;2017-06-16 00:00:00.000;461650
C   159;FTI/2017/2735;Fatt. clienti italia;2017;FTI;2735;;2017-06-16 00:00:00.000;2017-10-31 00:00:00.000;263203.5300;0;NON EMESSO;NULL;461654
C   290;FTI/2017/2737;Fatt. clienti italia;2017;FTI;2737;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;945.0000;0;NON EMESSO;NULL;461657
C   292;FTI/2017/2739;Fatt. clienti italia;2017;FTI;2739;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;332.4500;2;PAGATO;2017-06-16 00:00:00.000;461660
C   300;FTI/2017/2741;Fatt. clienti italia;2017;FTI;2741;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;8271.6000;2;PAGATO;2017-06-16 00:00:00.000;461663
C   408;FTI/2017/2743;Fatt. clienti italia;2017;FTI;2743;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;4198.0200;2;PAGATO;2017-06-16 00:00:00.000;461665
C   477;FTI/2017/2745;Fatt. clienti italia;2017;FTI;2745;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;14219.3400;0;NON EMESSO;NULL;461668
C   498;FTI/2017/2747;Fatt. clienti italia;2017;FTI;2747;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;1476.2000;0;NON EMESSO;NULL;461670
C   563;FTI/2017/2749;Fatt. clienti italia;2017;FTI;2749;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;33497.5400;2;PAGATO;2017-06-16 00:00:00.000;461672
C   646;FTI/2017/2751;Fatt. clienti italia;2017;FTI;2751;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;286.7000;2;PAGATO;2017-06-16 00:00:00.000;461675
C   681;FTI/2017/2753;Fatt. clienti italia;2017;FTI;2753;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;10805.7800;0;NON EMESSO;NULL;461677
C   734;FTI/2017/2755;Fatt. clienti italia;2017;FTI;2755;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;4865.4200;0;NON EMESSO;NULL;461679
C   789;FTI/2017/2757;Fatt. clienti italia;2017;FTI;2757;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;12912.4800;2;PAGATO;2017-06-16 00:00:00.000;461683
C   878;FTI/2017/2760;Fatt. clienti italia;2017;FTI;2760;;2017-06-16 00:00:00.000;2017-08-31 00:00:00.000;2562.0000;0;NON EMESSO;NULL;461686
C   920;FTI/2017/2762;Fatt. clienti italia;2017;FTI;2762;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;3840.0000;0;NON EMESSO;NULL;461689
C  1126;FTI/2017/2764;Fatt. clienti italia;2017;FTI;2764;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;4767.1500;2;PAGATO;2017-06-16 00:00:00.000;461691
C  1158;FTI/2017/2766;Fatt. clienti italia;2017;FTI;2766;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;5116.6800;0;NON EMESSO;NULL;461694
C  1207;FTI/2017/2768;Fatt. clienti italia;2017;FTI;2768;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;10487.6000;2;PAGATO;2017-06-16 00:00:00.000;461696
C  1225;FTI/2017/2770;Fatt. clienti italia;2017;FTI;2770;;2017-06-16 00:00:00.000;2017-10-10 00:00:00.000;9059.2300;2;PAGATO;2017-06-16 00:00:00.000;461699
C  1255;FTI/2017/2772;Fatt. clienti italia;2017;FTI;2772;;2017-06-16 00:00:00.000;2017-08-31 00:00:00.000;447.4400;0;NON EMESSO;NULL;461701
C  1280;FTI/2017/2774;Fatt. clienti italia;2017;FTI;2774;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;30097.8900;2;PAGATO;2017-06-16 00:00:00.000;461703
C  1324;FTI/2017/2776;Fatt. clienti italia;2017;FTI;2776;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;181.5400;2;PAGATO;2017-06-16 00:00:00.000;461705
C  1360;FTI/2017/2778;Fatt. clienti italia;2017;FTI;2778;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;20.0000;0;NON EMESSO;NULL;461708
C  1427;FTI/2017/2780;Fatt. clienti italia;2017;FTI;2780;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;7759.2000;0;NON EMESSO;NULL;461712
C  1455;FTI/2017/2782;Fatt. clienti italia;2017;FTI;2782;;2017-06-16 00:00:00.000;2017-08-31 00:00:00.000;1184.9300;2;PAGATO;2017-06-16 00:00:00.000;461715
C  1680;FTI/2017/2784;Fatt. clienti italia;2017;FTI;2784;;2017-06-16 00:00:00.000;2017-09-10 00:00:00.000;927.2000;2;PAGATO;2017-06-16 00:00:00.000;461717
C  1714;FTI/2017/2786;Fatt. clienti italia;2017;FTI;2786;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;4331.2400;0;NON EMESSO;NULL;461720
C  1792;FTI/2017/2788;Fatt. clienti italia;2017;FTI;2788;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;13185.1500;2;PAGATO;2017-06-16 00:00:00.000;461723
C  1827;FTI/2017/2790;Fatt. clienti italia;2017;FTI;2790;;2017-06-16 00:00:00.000;2017-07-31 00:00:00.000;2415.6000;2;PAGATO;2017-06-16 00:00:00.000;461725
C  1830;FTI/2017/2792;Fatt. clienti italia;2017;FTI;2792;;2017-06-16 00:00:00.000;2017-09-30 00:00:00.000;17286.9100;0;NON EMESSO;NULL;461729
C  1531;FTE/2016/599;Fatt. clienti estero;2016;FTE;599;;2016-04-04 00:00:00.000;2016-07-03 00:00:00.000;17141.9600;2;PAGATO;2016-08-12 00:00:00.000;414444
C   497;FTI/2016/1316;Fatt. clienti italia;2016;FTI;1316;;2016-03-31 00:00:00.000;2016-07-10 00:00:00.000;106.2500;2;PAGATO;2016-07-12 00:00:00.000;414682
C   940;FTI/2016/1336;Fatt. clienti italia;2016;FTI;1336;;2016-03-31 00:00:00.000;2016-06-30 00:00:00.000;30894.9100;2;PAGATO;2016-03-31 00:00:00.000;414702
C  1117;FTI/2016/1338;Fatt. clienti italia;2016;FTI;1338;;2016-03-31 00:00:00.000;2016-06-30 00:00:00.000;191688.4700;2;PAGATO;2016-07-18 00:00:00.000;414704
C  1729;FTI/2016/1361;Fatt. clienti italia;2016;FTI;1361;;2016-03-31 00:00:00.000;2016-05-31 00:00:00.000;331.2500;2;PAGATO;2016-03-31 00:00:00.000;414727
C  1861;FTI/2016/1373;Fatt. clienti italia;2016;FTI;1373;;2016-03-31 00:00:00.000;2016-05-31 00:00:00.000;645.0800;2;PAGATO;2016-03-31 00:00:00.000;414739
C  1904;FTI/2016/1375;Fatt. clienti italia;2016;FTI;1375;;2016-03-31 00:00:00.000;2016-05-31 00:00:00.000;602.6800;2;PAGATO;2016-06-07 00:00:00.000;414741
C  1940;FTI/2016/1377;Fatt. clienti italia;2016;FTI;1377;;2016-03-31 00:00:00.000;2016-05-31 00:00:00.000;1302.9600;2;PAGATO;2016-03-31 00:00:00.000;414743
C  2061;FTI/2016/1380;Fatt. clienti italia;2016;FTI;1380;;2016-03-31 00:00:00.000;2016-04-30 00:00:00.000;968.9900;2;PAGATO;2016-03-31 00:00:00.000;414746
C  2066;FTI/2016/1381;Fatt. clienti italia;2016;FTI;1381;;2016-03-31 00:00:00.000;2016-06-30 00:00:00.000;4532.5400;2;PAGATO;2016-03-31 00:00:00.000;414747
C  2068;FTI/2016/1383;Fatt. clienti italia;2016;FTI;1383;;2016-03-31 00:00:00.000;2016-06-30 00:00:00.000;1910.7600;2;PAGATO;2016-03-31 00:00:00.000;414749
C  2084;FTI/2016/1385;Fatt. clienti italia;2016;FTI;1385;;2016-03-31 00:00:00.000;2016-05-31 00:00:00.000;9392.5000;2;PAGATO;2016-07-01 00:00:00.000;414751
C  2088;FTI/2016/1386;Fatt. clienti italia;2016;FTI;1386;;2016-03-31 00:00:00.000;2016-05-31 00:00:00.000;359.9000;2;PAGATO;2016-03-31 00:00:00.000;414752
C  2153;FTI/2016/1388;Fatt. clienti italia;2016;FTI;1388;;2016-03-31 00:00:00.000;2016-04-30 00:00:00.000;305.0000;2;PAGATO;2016-03-31 00:00:00.000;414754
C  2185;FTI/2016/1390;Fatt. clienti italia;2016;FTI;1390;;2016-03-31 00:00:00.000;2016-05-31 00:00:00.000;695.4000;2;PAGATO;2016-03-31 00:00:00.000;414756
C  2197;FTI/2016/1392;Fatt. clienti italia;2016;FTI;1392;;2016-03-31 00:00:00.000;2016-07-10 00:00:00.000;9485.2600;2;PAGATO;2016-03-31 00:00:00.000;414758
C  2273;FTI/2016/1395;Fatt. clienti italia;2016;FTI;1395;;2016-03-31 00:00:00.000;2016-06-30 00:00:00.000;1293.2000;2;PAGATO;2016-03-31 00:00:00.000;414761
C  2312;FTI/2016/1397;Fatt. clienti italia;2016;FTI;1397;;2016-03-31 00:00:00.000;2016-05-30 00:00:00.000;21550.5700;2;PAGATO;2016-05-27 00:00:00.000;414763
