CODCLIFOR;DOCUMENTO;TIPODOCUMENTO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;DATASCADENZA;IMPORTOSCEURO;ESITO;DSCESITO;DATAPAGEFF;IDTESTA
C   741;FTI/2017/3272;Fatt. clienti italia;2017;FTI;3272;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;1610.4000;2;PAGATO;2017-07-14 00:00:00.000;465156
C   789;FTI/2017/3274;Fatt. clienti italia;2017;FTI;3274;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;18294.0200;2;PAGATO;2017-07-14 00:00:00.000;465158
C   884;FTI/2017/3276;Fatt. clienti italia;2017;FTI;3276;;2017-07-14 00:00:00.000;2017-11-10 00:00:00.000;41578.8200;0;NON EMESSO;NULL;465160
C   920;FTI/2017/3278;Fatt. clienti italia;2017;FTI;3278;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;11415.0000;0;NON EMESSO;NULL;465162
C  1117;FTI/2017/3281;Fatt. clienti italia;2017;FTI;3281;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;101793.2400;0;NON EMESSO;NULL;465165
C  1158;FTI/2017/3283;Fatt. clienti italia;2017;FTI;3283;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;5116.6800;0;NON EMESSO;NULL;465168
C  1207;FTI/2017/3285;Fatt. clienti italia;2017;FTI;3285;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;2520.0000;2;PAGATO;2017-07-14 00:00:00.000;465170
C  1268;FTI/2017/3287;Fatt. clienti italia;2017;FTI;3287;;2017-07-14 00:00:00.000;2017-11-11 00:00:00.000;7336.7800;0;NON EMESSO;NULL;465172
C  1332;FTI/2017/3289;Fatt. clienti italia;2017;FTI;3289;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;622.2000;0;NON EMESSO;NULL;465175
C  1349;FTI/2017/3291;Fatt. clienti italia;2017;FTI;3291;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;9314.0000;2;PAGATO;2017-07-14 00:00:00.000;465177
C  1386;FTI/2017/3292;Fatt. clienti italia;2017;FTI;3292;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;622.2000;2;PAGATO;2017-07-14 00:00:00.000;465178
C  1706;FTI/2017/3294;Fatt. clienti italia;2017;FTI;3294;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;777.7500;2;PAGATO;2017-07-14 00:00:00.000;465180
C  1715;FTI/2017/3296;Fatt. clienti italia;2017;FTI;3296;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;11158.3600;0;NON EMESSO;NULL;465182
C  1788;FTI/2017/3298;Fatt. clienti italia;2017;FTI;3298;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;3124.1800;0;NON EMESSO;NULL;465184
C  1824;FTI/2017/3300;Fatt. clienti italia;2017;FTI;3300;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;4817.2900;2;PAGATO;2017-07-14 00:00:00.000;465186
C  1829;FTI/2017/3302;Fatt. clienti italia;2017;FTI;3302;;2017-07-14 00:00:00.000;2017-11-30 00:00:00.000;33033.3900;0;NON EMESSO;NULL;465188
C  2220;FTI/2017/3313;Fatt. clienti italia;2017;FTI;3313;;2017-07-14 00:00:00.000;2017-11-30 00:00:00.000;19002.5000;0;NON EMESSO;NULL;465200
C  2324;FTI/2017/3318;Fatt. clienti italia;2017;FTI;3318;;2017-07-14 00:00:00.000;2017-09-10 00:00:00.000;1540.2500;2;PAGATO;2017-07-14 00:00:00.000;465205
C  2340;FTI/2017/3320;Fatt. clienti italia;2017;FTI;3320;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;620.7400;2;PAGATO;2017-07-14 00:00:00.000;465207
C  2374;FTI/2017/3322;Fatt. clienti italia;2017;FTI;3322;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;11302.2000;2;PAGATO;2017-07-14 00:00:00.000;465209
C  2444;FTI/2017/3324;Fatt. clienti italia;2017;FTI;3324;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;1456.3800;2;PAGATO;2017-07-14 00:00:00.000;465211
C  2489;FTI/2017/3326;Fatt. clienti italia;2017;FTI;3326;;2017-07-14 00:00:00.000;2017-11-30 00:00:00.000;15250.0000;0;NON EMESSO;NULL;465213
C  2507;FTI/2017/3328;Fatt. clienti italia;2017;FTI;3328;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;4339.3000;2;PAGATO;2017-07-14 00:00:00.000;465215
C  2525;FTI/2017/3330;Fatt. clienti italia;2017;FTI;3330;;2017-07-14 00:00:00.000;2017-09-10 00:00:00.000;5490.0000;2;PAGATO;2017-07-14 00:00:00.000;465217
C  2560;FTI/2017/3332;Fatt. clienti italia;2017;FTI;3332;;2017-07-14 00:00:00.000;2017-09-10 00:00:00.000;468.8600;2;PAGATO;2017-07-14 00:00:00.000;465219
C  2560;FTI/2017/3332;Fatt. clienti italia;2017;FTI;3332;;2017-07-14 00:00:00.000;2017-11-10 00:00:00.000;483.0800;2;PAGATO;2017-07-14 00:00:00.000;465219
C  2639;FTI/2017/3334;Fatt. clienti italia;2017;FTI;3334;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;489.5300;2;PAGATO;2017-07-14 00:00:00.000;465221
C  2688;FTI/2017/3336;Fatt. clienti italia;2017;FTI;3336;;2017-07-14 00:00:00.000;2017-09-10 00:00:00.000;2790.7500;2;PAGATO;2017-07-14 00:00:00.000;465223
C  2707;FTI/2017/3338;Fatt. clienti italia;2017;FTI;3338;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;2216.0100;2;PAGATO;2017-07-14 00:00:00.000;465225
C  2737;FTI/2017/3339;Fatt. clienti italia;2017;FTI;3339;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;610.6100;2;PAGATO;2017-07-14 00:00:00.000;465226
C  2777;FTI/2017/3341;Fatt. clienti italia;2017;FTI;3341;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;20674.4300;0;NON EMESSO;NULL;465228
C  2782;FTI/2017/3343;Fatt. clienti italia;2017;FTI;3343;;2017-07-14 00:00:00.000;2017-09-10 00:00:00.000;915.0000;2;PAGATO;2017-07-14 00:00:00.000;465230
C  2815;FTI/2017/3345;Fatt. clienti italia;2017;FTI;3345;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;5768.1600;0;NON EMESSO;NULL;465232
C  2836;FTI/2017/3347;Fatt. clienti italia;2017;FTI;3347;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;30931.1500;2;PAGATO;2017-07-14 00:00:00.000;465234
C  2879;FTI/2017/3349;Fatt. clienti italia;2017;FTI;3349;;2017-07-14 00:00:00.000;2017-07-14 00:00:00.000;2877.2500;2;PAGATO;2017-07-14 00:00:00.000;465236
C  2931;FTI/2017/3351;Fatt. clienti italia;2017;FTI;3351;;2017-07-14 00:00:00.000;2017-09-10 00:00:00.000;3075.3800;2;PAGATO;2017-07-14 00:00:00.000;465238
C  2275;FTE/2017/1258;Fatt. clienti estero;2017;FTE;1258;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;13980.4000;0;NON EMESSO;NULL;465381
C  2379;FTE/2017/1260;Fatt. clienti estero;2017;FTE;1260;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;12342.0000;0;NON EMESSO;NULL;465383
C  2726;FTE/2017/1262;Fatt. clienti estero;2017;FTE;1262;;2017-07-21 00:00:00.000;2017-09-19 00:00:00.000;17962.8000;0;NON EMESSO;NULL;465385
C  1026;FTE/2017/1264;Fatt. clienti estero;2017;FTE;1264;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;8236.2500;0;NON EMESSO;NULL;465388
C  1026;FTE/2017/1266;Fatt. clienti estero;2017;FTE;1266;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;1470.0000;0;NON EMESSO;NULL;465390
C  1026;FTE/2017/1268;Fatt. clienti estero;2017;FTE;1268;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;343.2000;0;NON EMESSO;NULL;465393
C  1026;FTE/2017/1270;Fatt. clienti estero;2017;FTE;1270;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;3360.0000;0;NON EMESSO;NULL;465396
C  2624;FTE/2017/1272;Fatt. clienti estero;2017;FTE;1272;;2017-07-21 00:00:00.000;2017-09-19 00:00:00.000;105962.1100;0;NON EMESSO;NULL;465455
C  1001;FTE/2017/1274;Fatt. clienti estero;2017;FTE;1274;;2017-07-21 00:00:00.000;2017-09-19 00:00:00.000;17188.0000;0;NON EMESSO;NULL;465468
C  1701;FTE/2017/1276;Fatt. clienti estero;2017;FTE;1276;;2017-07-21 00:00:00.000;2017-11-18 00:00:00.000;32436.0000;0;NON EMESSO;NULL;465498
C  2750;FTE/2017/1278;Fatt. clienti estero;2017;FTE;1278;;2017-07-21 00:00:00.000;2017-09-19 00:00:00.000;15232.0000;0;NON EMESSO;NULL;465500
C  1870;FTE/2017/1280;Fatt. clienti estero;2017;FTE;1280;;2017-07-21 00:00:00.000;2017-10-19 00:00:00.000;25806.0000;0;NON EMESSO;NULL;465502
C  2558;FTI/2017/3360;Fatt. clienti italia;2017;FTI;3360;;2017-07-21 00:00:00.000;2017-09-10 00:00:00.000;6275.7600;2;PAGATO;2017-07-31 00:00:00.000;465547
C  1040;FTE/2017/1282;Fatt. clienti estero;2017;FTE;1282;;2017-07-24 00:00:00.000;2017-10-31 00:00:00.000;311.2500;0;NON EMESSO;NULL;465599
C  2326;FTE/2017/1285;Fatt. clienti estero;2017;FTE;1285;;2017-07-24 00:00:00.000;2017-10-31 00:00:00.000;25366.0000;0;NON EMESSO;NULL;465666
C  1003;FTE/2017/1288;Fatt. clienti estero;2017;FTE;1288;;2017-07-24 00:00:00.000;2017-09-30 00:00:00.000;49870.0000;0;NON EMESSO;NULL;465670
C    51;FTI/2017/3364;Fatt. clienti italia;2017;FTI;3364;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;378.2000;0;NON EMESSO;NULL;465720
C    67;FTI/2017/3366;Fatt. clienti italia;2017;FTI;3366;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;36838.7500;0;NON EMESSO;NULL;465722
C    79;FTI/2017/3368;Fatt. clienti italia;2017;FTI;3368;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;1098.0000;2;PAGATO;2017-07-31 00:00:00.000;465724
C    92;FTI/2017/3370;Fatt. clienti italia;2017;FTI;3370;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;1443.7500;2;PAGATO;2017-07-31 00:00:00.000;465726
C   107;FTI/2017/3372;Fatt. clienti italia;2017;FTI;3372;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;9803.5500;0;NON EMESSO;NULL;465729
C   161;FTI/2017/3374;Fatt. clienti italia;2017;FTI;3374;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;4662.8400;2;PAGATO;2017-07-31 00:00:00.000;465731
C   200;FTI/2017/3376;Fatt. clienti italia;2017;FTI;3376;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;27280.0500;0;NON EMESSO;NULL;465733
C   268;FTI/2017/3378;Fatt. clienti italia;2017;FTI;3378;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;5848.6800;2;PAGATO;2017-07-31 00:00:00.000;465735
C   294;FTI/2017/3380;Fatt. clienti italia;2017;FTI;3380;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;43015.9000;2;PAGATO;2017-07-31 00:00:00.000;465737
C   331;FTI/2017/3382;Fatt. clienti italia;2017;FTI;3382;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;132304.4400;0;NON EMESSO;NULL;465739
C   343;FTI/2017/3383;Fatt. clienti italia;2017;FTI;3383;;2017-07-21 00:00:00.000;2017-11-10 00:00:00.000;3411.2400;2;PAGATO;2017-07-31 00:00:00.000;465740
C   477;FTI/2017/3385;Fatt. clienti italia;2017;FTI;3385;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;6486.9800;0;NON EMESSO;NULL;465742
C  1117;FTI/2017/3401;Fatt. clienti italia;2017;FTI;3401;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;55617.1200;0;NON EMESSO;NULL;465759
C  1131;FTI/2017/3403;Fatt. clienti italia;2017;FTI;3403;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;4214.3700;2;PAGATO;2017-07-31 00:00:00.000;465761
C  1158;FTI/2017/3405;Fatt. clienti italia;2017;FTI;3405;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;10233.3600;0;NON EMESSO;NULL;465763
C  1236;FTI/2017/3407;Fatt. clienti italia;2017;FTI;3407;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;2260.6600;2;PAGATO;2017-07-31 00:00:00.000;465765
C  1395;FTI/2017/3409;Fatt. clienti italia;2017;FTI;3409;;2017-07-21 00:00:00.000;2017-11-10 00:00:00.000;12643.8400;0;NON EMESSO;NULL;465767
C  1444;FTI/2017/3411;Fatt. clienti italia;2017;FTI;3411;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;2963.1400;2;PAGATO;2017-07-31 00:00:00.000;465769
C  1636;FTI/2017/3413;Fatt. clienti italia;2017;FTI;3413;;2017-07-21 00:00:00.000;2017-10-10 00:00:00.000;2873.3400;2;PAGATO;2017-07-31 00:00:00.000;465771
C  1715;FTI/2017/3415;Fatt. clienti italia;2017;FTI;3415;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;11125.9100;0;NON EMESSO;NULL;465773
C  1801;FTI/2017/3417;Fatt. clienti italia;2017;FTI;3417;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;5507.5700;2;PAGATO;2017-07-31 00:00:00.000;465775
C  1829;FTI/2017/3419;Fatt. clienti italia;2017;FTI;3419;;2017-07-21 00:00:00.000;2017-11-30 00:00:00.000;31978.3400;0;NON EMESSO;NULL;465777
C  1863;FTI/2017/3421;Fatt. clienti italia;2017;FTI;3421;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;9923.9700;0;NON EMESSO;NULL;465779
C  1965;FTI/2017/3423;Fatt. clienti italia;2017;FTI;3423;;2017-07-21 00:00:00.000;2017-10-10 00:00:00.000;3313.2800;2;PAGATO;2017-07-31 00:00:00.000;465781
C  1978;FTI/2017/3425;Fatt. clienti italia;2017;FTI;3425;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;225.7000;2;PAGATO;2017-07-31 00:00:00.000;465783
C  2068;FTI/2017/3427;Fatt. clienti italia;2017;FTI;3427;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;2086.2000;2;PAGATO;2017-07-31 00:00:00.000;465785
C  2069;FTI/2017/3428;Fatt. clienti italia;2017;FTI;3428;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;30044.4500;0;NON EMESSO;NULL;465786
C  2131;FTI/2017/3429;Fatt. clienti italia;2017;FTI;3429;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;549.0000;2;PAGATO;2017-07-31 00:00:00.000;465787
C  2244;FTI/2017/3431;Fatt. clienti italia;2017;FTI;3431;;2017-07-21 00:00:00.000;2017-09-19 00:00:00.000;11921.3500;0;NON EMESSO;NULL;465789
C  2311;FTI/2017/3433;Fatt. clienti italia;2017;FTI;3433;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;1329.8000;0;NON EMESSO;NULL;465791
C  2374;FTI/2017/3435;Fatt. clienti italia;2017;FTI;3435;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;16462.4400;2;PAGATO;2017-07-31 00:00:00.000;465793
C  2435;FTI/2017/3436;Fatt. clienti italia;2017;FTI;3436;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;319.4000;2;PAGATO;2017-07-31 00:00:00.000;465795
C  2490;FTI/2017/3438;Fatt. clienti italia;2017;FTI;3438;;2017-07-21 00:00:00.000;2017-09-10 00:00:00.000;405.6500;2;PAGATO;2017-07-31 00:00:00.000;465797
C  2526;FTI/2017/3439;Fatt. clienti italia;2017;FTI;3439;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;8193.5200;2;PAGATO;2017-07-31 00:00:00.000;465798
C  2720;FTI/2017/3441;Fatt. clienti italia;2017;FTI;3441;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;335.5000;2;PAGATO;2017-07-31 00:00:00.000;465800
C  2774;FTI/2017/3443;Fatt. clienti italia;2017;FTI;3443;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;976.0000;2;PAGATO;2017-07-31 00:00:00.000;465802
C  2777;FTI/2017/3445;Fatt. clienti italia;2017;FTI;3445;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;21332.9200;0;NON EMESSO;NULL;465804
C  2804;FTI/2017/3447;Fatt. clienti italia;2017;FTI;3447;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;61073.2000;0;NON EMESSO;NULL;465806
C  2811;FTI/2017/3448;Fatt. clienti italia;2017;FTI;3448;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;1220.0000;2;PAGATO;2017-07-31 00:00:00.000;465807
C  2826;FTI/2017/3450;Fatt. clienti italia;2017;FTI;3450;;2017-07-21 00:00:00.000;2017-09-10 00:00:00.000;5240.8800;2;PAGATO;2017-07-31 00:00:00.000;465809
C  2901;FTI/2017/3452;Fatt. clienti italia;2017;FTI;3452;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;366.0000;2;PAGATO;2017-07-31 00:00:00.000;465811
C  2345;FTE/2017/1290;Fatt. clienti estero;2017;FTE;1290;;2017-07-25 00:00:00.000;2017-11-30 00:00:00.000;16356.0000;0;NON EMESSO;NULL;465862
C  2223;FTE/2017/1292;Fatt. clienti estero;2017;FTE;1292;;2017-07-26 00:00:00.000;2017-08-10 00:00:00.000;246.2500;0;NON EMESSO;NULL;465866
C  1701;FTE/2017/1294;Fatt. clienti estero;2017;FTE;1294;;2017-07-27 00:00:00.000;2017-11-24 00:00:00.000;26897.1500;0;NON EMESSO;NULL;465976
C  1026;FTE/2017/1296;Fatt. clienti estero;2017;FTE;1296;;2017-07-27 00:00:00.000;2017-11-30 00:00:00.000;24420.0000;0;NON EMESSO;NULL;465981
C  1515;FTE/2017/1298;Fatt. clienti estero;2017;FTE;1298;;2017-07-27 00:00:00.000;2017-07-27 00:00:00.000;56488.0000;2;PAGATO;2017-07-27 00:00:00.000;466032
C  1475;FTE/2017/1299;Fatt. clienti estero;2017;FTE;1299;;2017-07-27 00:00:00.000;2017-08-26 00:00:00.000;130000.0000;0;NON EMESSO;NULL;466064
C  1026;FTE/2017/1301;Fatt. clienti estero;2017;FTE;1301;;2017-07-28 00:00:00.000;2017-11-30 00:00:00.000;1248.0000;0;NON EMESSO;NULL;466110
C  1026;FTE/2017/1303;Fatt. clienti estero;2017;FTE;1303;;2017-07-28 00:00:00.000;2017-11-30 00:00:00.000;4462.5000;0;NON EMESSO;NULL;466112
C  1026;FTE/2017/1305;Fatt. clienti estero;2017;FTE;1305;;2017-07-28 00:00:00.000;2017-11-30 00:00:00.000;291.2500;0;NON EMESSO;NULL;466114
C  1026;FTE/2017/1307;Fatt. clienti estero;2017;FTE;1307;;2017-07-28 00:00:00.000;2017-11-30 00:00:00.000;310.0000;0;NON EMESSO;NULL;466117
C  1026;FTE/2017/1309;Fatt. clienti estero;2017;FTE;1309;;2017-07-28 00:00:00.000;2017-11-30 00:00:00.000;943.7500;0;NON EMESSO;NULL;466119
C  2379;FTE/2017/1311;Fatt. clienti estero;2017;FTE;1311;;2017-07-28 00:00:00.000;2017-10-31 00:00:00.000;15253.2000;0;NON EMESSO;NULL;466121
C  2918;FTE/2017/1313;Fatt. clienti estero;2017;FTE;1313;;2017-07-28 00:00:00.000;2017-09-30 00:00:00.000;6242.4000;0;NON EMESSO;NULL;466123
C  1870;FTE/2017/1315;Fatt. clienti estero;2017;FTE;1315;;2017-07-28 00:00:00.000;2017-10-26 00:00:00.000;22242.0000;0;NON EMESSO;NULL;466126
C  2930;FTE/2017/1317;Fatt. clienti estero;2017;FTE;1317;;2017-07-28 00:00:00.000;2017-08-27 00:00:00.000;57690.7500;0;NON EMESSO;NULL;466146
C  2674;FTE/2017/1319;Fatt. clienti estero;2017;FTE;1319;;2017-07-28 00:00:00.000;2017-09-30 00:00:00.000;1049.0000;0;NON EMESSO;NULL;466178
C  1049;FTE/2017/1321;Fatt. clienti estero;2017;FTE;1321;;2017-07-28 00:00:00.000;2017-09-30 00:00:00.000;492.5000;0;NON EMESSO;NULL;466193
C  2389;FTE/2017/1323;Fatt. clienti estero;2017;FTE;1323;;2017-07-28 00:00:00.000;2017-10-31 00:00:00.000;5997.6000;0;NON EMESSO;NULL;466248
C  1058;FTE/2017/1325;Fatt. clienti estero;2017;FTE;1325;;2017-07-28 00:00:00.000;2017-09-30 00:00:00.000;10220.0000;0;NON EMESSO;NULL;466251
C  1499;FTE/2017/1340;Fatt. clienti estero;2017;FTE;1340;;2017-08-01 00:00:00.000;2017-10-30 00:00:00.000;21100.0000;0;NON EMESSO;NULL;466423
C  1923;FTI/2017/3545;Fatt. clienti italia;2017;FTI;3545;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;162.5000;2;PAGATO;2017-07-31 00:00:00.000;466790
C  2084;FTI/2017/3554;Fatt. clienti italia;2017;FTI;3554;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;12733.2000;0;NON EMESSO;NULL;466799
C  2220;FTI/2017/3558;Fatt. clienti italia;2017;FTI;3558;;2017-07-31 00:00:00.000;2017-12-31 00:00:00.000;700.0000;0;NON EMESSO;NULL;466803
C  2370;FTI/2017/3561;Fatt. clienti italia;2017;FTI;3561;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;244.0000;2;PAGATO;2017-07-31 00:00:00.000;466806
C  2444;FTI/2017/3563;Fatt. clienti italia;2017;FTI;3563;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;2750.3700;2;PAGATO;2017-07-31 00:00:00.000;466808
C  2525;FTI/2017/3565;Fatt. clienti italia;2017;FTI;3565;;2017-07-31 00:00:00.000;2017-09-10 00:00:00.000;5476.8200;2;PAGATO;2017-07-31 00:00:00.000;466810
C  2560;FTI/2017/3566;Fatt. clienti italia;2017;FTI;3566;;2017-07-31 00:00:00.000;2017-10-10 00:00:00.000;5601.9500;2;PAGATO;2017-07-31 00:00:00.000;466811
C  2570;FTI/2017/3568;Fatt. clienti italia;2017;FTI;3568;;2017-07-31 00:00:00.000;2017-09-10 00:00:00.000;686.2500;2;PAGATO;2017-07-31 00:00:00.000;466813
C  2570;FTI/2017/3569;Fatt. clienti italia;2017;FTI;3569;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;1512.0000;2;PAGATO;2017-07-31 00:00:00.000;466814
C  2610;FTI/2017/3570;Fatt. clienti italia;2017;FTI;3570;;2017-07-31 00:00:00.000;2017-10-10 00:00:00.000;366.0000;2;PAGATO;2017-07-31 00:00:00.000;466815
C  2616;FTI/2017/3571;Fatt. clienti italia;2017;FTI;3571;;2017-07-31 00:00:00.000;2017-10-31 00:00:00.000;1024.8000;2;PAGATO;2017-07-31 00:00:00.000;466816
C  2661;FTI/2017/3573;Fatt. clienti italia;2017;FTI;3573;;2017-07-31 00:00:00.000;2017-09-10 00:00:00.000;248.8800;2;PAGATO;2017-07-31 00:00:00.000;466818
C  2769;FTI/2017/3575;Fatt. clienti italia;2017;FTI;3575;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;1342.0000;2;PAGATO;2017-07-31 00:00:00.000;466820
C  2786;FTI/2017/3577;Fatt. clienti italia;2017;FTI;3577;;2017-07-31 00:00:00.000;2017-09-10 00:00:00.000;937.8800;2;PAGATO;2017-07-31 00:00:00.000;466823
C  2804;FTI/2017/3579;Fatt. clienti italia;2017;FTI;3579;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;32879.0000;0;NON EMESSO;NULL;466825
C  2831;FTI/2017/3581;Fatt. clienti italia;2017;FTI;3581;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;559.9800;0;NON EMESSO;NULL;466828
C  2866;FTI/2017/3583;Fatt. clienti italia;2017;FTI;3583;;2017-07-31 00:00:00.000;2017-07-31 00:00:00.000;3391.6000;2;PAGATO;2017-07-31 00:00:00.000;466830
C  2949;FTI/2017/3585;Fatt. clienti italia;2017;FTI;3585;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;402.6000;2;PAGATO;2017-07-31 00:00:00.000;466832
C  2343;FTE/2017/1350;Fatt. clienti estero;2017;FTE;1350;;2017-08-02 00:00:00.000;2017-10-31 00:00:00.000;13225.8000;0;NON EMESSO;NULL;466842
C  1464;FTE/2017/1352;Fatt. clienti estero;2017;FTE;1352;;2017-08-02 00:00:00.000;2017-10-31 00:00:00.000;30403.6000;0;NON EMESSO;NULL;466844
C  2373;FTE/2017/1355;Fatt. clienti estero;2017;FTE;1355;;2017-08-02 00:00:00.000;2017-11-30 00:00:00.000;20379.6000;0;NON EMESSO;NULL;466848
C  2555;FTE/2017/1356;Fatt. clienti estero;2017;FTE;1356;;2017-08-03 00:00:00.000;2017-09-02 00:00:00.000;5975.0000;0;NON EMESSO;NULL;466954
C  1040;FTE/2017/1358;Fatt. clienti estero;2017;FTE;1358;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;412.0000;0;NON EMESSO;NULL;467065
C  1982;FTE/2017/1360;Fatt. clienti estero;2017;FTE;1360;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;4480.0000;0;NON EMESSO;NULL;467106
C  1026;FTE/2017/1362;Fatt. clienti estero;2017;FTE;1362;;2017-08-04 00:00:00.000;2017-12-31 00:00:00.000;1248.0000;0;NON EMESSO;NULL;467108
C  1026;FTE/2017/1364;Fatt. clienti estero;2017;FTE;1364;;2017-08-04 00:00:00.000;2017-12-31 00:00:00.000;9862.1500;0;NON EMESSO;NULL;467111
C  1026;FTE/2017/1366;Fatt. clienti estero;2017;FTE;1366;;2017-08-04 00:00:00.000;2017-12-31 00:00:00.000;870.0000;0;NON EMESSO;NULL;467113
C  1701;FTE/2017/1368;Fatt. clienti estero;2017;FTE;1368;;2017-08-04 00:00:00.000;2017-12-02 00:00:00.000;10058.0000;0;NON EMESSO;NULL;467115
C  2536;FTE/2017/1370;Fatt. clienti estero;2017;FTE;1370;;2017-08-04 00:00:00.000;2017-09-03 00:00:00.000;16180.0000;0;NON EMESSO;NULL;467149
C  2909;FTE/2017/1372;Fatt. clienti estero;2017;FTE;1372;;2017-08-04 00:00:00.000;2017-09-03 00:00:00.000;1006.9600;0;NON EMESSO;NULL;467152
C  2326;FTE/2017/1375;Fatt. clienti estero;2017;FTE;1375;;2017-08-07 00:00:00.000;2017-11-30 00:00:00.000;28468.0000;0;NON EMESSO;NULL;467218
C  1021;FTE/2017/1377;Fatt. clienti estero;2017;FTE;1377;;2017-08-09 00:00:00.000;2017-12-07 00:00:00.000;22680.8000;0;NON EMESSO;NULL;467258
C    51;FTI/2017/3587;Fatt. clienti italia;2017;FTI;3587;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;8641.2600;0;NON EMESSO;NULL;467261
C    58;FTI/2017/3589;Fatt. clienti italia;2017;FTI;3589;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;8833.7500;0;NON EMESSO;NULL;467263
C    77;FTI/2017/3591;Fatt. clienti italia;2017;FTI;3591;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;5898.4600;0;NON EMESSO;NULL;467265
